Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,RegistrationDate
No,29.0,yes,0,0.0,1.0,141.3,123,45.44,12.68,6.4,2026-02-03
No ,126.0,yes,1,2.43,4.0,218.5,123,81.33,11.72,8.9,2024-03-24
no,121.0,yes ,0,0.0,3.0,177.4,93,46.06,9.01,11.6,2024-04-27
No,178.0,yes,1,3.57,2.0,180.3,66,86.07,10.69,13.4,2023-03-25
False,134.0,yess,1,2.55,2.0,122.5,91,66.42,11.69,9.6,2024-02-01
False,128.0,yes,1,2.76,2.0,124.4,98,69.61,11.81,10.2,2024-03-13
yes,74.0,no ,0,0.0,3.0,252.3,120,61.35,10.23,12.0,
no,71.0,no ,1,2.25,0.0,126.3,93,69.92,14.69,8.4,2025-04-15
No ,174.0,no,1,1.85,1.0,175.8,136,66.25,10.65,7.1,2023-04-27
No,66.0,yes,0,0.0,3.0,238.8,101,54.92,8.42,9.8,2025-05-21
si,19.0,YES,0,0.0,1.0,279.4,94,66.91,12.04,11.5,2026-04-13
YES,111.0,no ,0,0.0,,125.6,105,33.79,6.51,6.2,2024-07-12
NO,79.0,Yes,1,3.27,1.0,139.9,121,76.1,11.53,12.1,2025-02-17
No,146.0,Yes,0,0.0,3.0,207.1,88,49.74,8.5,15.9,2023-11-06
NO,62.0,yes ,1,2.47,1.0,154.2,110,70.95,12.14,9.1,2025-06-19
yes,142.0,NO,1,2.3,5.0,159.2,94,69.93,10.49,8.7,2023-12-02
0,23.0,yes,0,0.0,1.0,164.5,105,38.31,3.94,12.6,2026-03-14
false,17.0,yes ,0,0.0,0.0,137.2,84,38.72,9.14,8.9,2026-04-30
0,31.0,yess,0,0.0,3.0,151.7,146,39.44,8.06,8.3,2026-01-17
no,99.0,YES,0,0.0,0.0,216.6,85,54.01,9.46,11.2,2024-10-04
False,187.0,YES,0,0.0,1.0,138.4,97,42.84,10.59,7.2,2023-01-21
NO,134.0,yes,0,0.0,2.0,170.1,126,40.37,6.04,2.9,2024-01-30
0,137.0,yes,0,0.0,0.0,158.7,76,52.93,15.21,11.8,2024-01-09
No,156.0,yess,0,0.0,1.0,173.6,105,47.9,10.53,11.6,2023-08-31
NO,126.0,yes,1,3.08,1.0,128.2,77,78.63,14.4,11.6,2024-03-26
false,115.0,yes,0,0.0,1.0,186.3,105,36.22,2.91,8.6,2024-06-14
no,165.0,Yes,0,0.0,2.0,204.2,89,50.35,7.1,7.6,2023-06-28
false,95.0,n0,0,0.0,1.0,196.8,132,53.0,9.27,11.0,2024-10-30
False,23.0,Yes,1,2.73,1.0,178.4,110,75.79,10.65,10.2,2026-03-19
false,20.0,yess,0,0.0,0.0,112.2,101,38.14,11.13,10.9,2026-04-08
false,99.0,n0,1,3.45,1.0,215.5,80,93.41,12.55,12.7,2024-09-29
No ,121.0,yes,1,2.01,2.0,147.5,96,,12.0,7.5,2024-04-30
NO,55.0,YES,0,0.0,2.0,88.1,109,32.86,9.85,12.9,2025.08.04
false,189.0,yess,0,0.0,3.0,233.2,55,55.39,7.63,9.6,2023-01-09
1,46.0,yes,0,0.0,5.0,89.8,119,37.23,13.01,13.4,2025-10-04
False,148.0,yes,0,0.0,1.0,181.8,111,42.23,6.23,6.2,2023-10-26
No,170.0,yes ,0,0.0,1.0,89.9,102,39.09,13.94,10.5,2023-05-22
NO,61.0,yes ,1,2.69,1.0,174.6,86,67.39,6.62,9.9,2025-06-21
0,204.0,YES,1,2.28,2.0,121.2,111,62.02,11.45,8.2,2022-09-30
No,119.0,yes,0,0.0,1.0,115.4,65,38.68,10.83,8.8,2024-05-12
no,153.0,yes,0,0.0,1.0,273.1,79,63.98,8.62,10.3,2023-09-18
No ,68.0,yes,0,0.0,2.0,160.4,142,45.73,10.56,13.1,2025-05-08
No,80.0,yess,1,,1.0,224.1,143,89.36,10.5,12.5,2025-02-08
si,196.0,n0,1,,1.0,271.2,111,103.96,10.75,14.4,2022-11-24
false,204.0,yes,0,0.0,2.0,163.1,64,43.96,9.12,6.0,2022-09-28
False,122.0,yess,0,0.0,2.0,141.0,65,41.84,10.46,9.3,2024-04-23
False,121.0,yes ,1,1.6,1.0,151.5,108,65.04,13.03,5.7,2024-05-01
No,35.0,YES,0,0.0,1.0,52.9,105,27.43,10.31,12.2,2025-12-20
no,,yes ,0,0.0,1.0,138.8,92,47.56,12.54,10.7,2023-07-15
No ,206.0,Yes,0,0.0,0.0,216.5,86,53.91,9.47,11.0,2022-09-15
No,194.0,yes,0,0.0,2.0,283.9,100,60.74,6.57,6.8,2022-12-06
No,107.0,yes,1,1.81,5.0,182.5,93,73.07,13.47,6.7,
YES,114.0,Yes,0,0.0,1.0,327.6,113,69.73,8.14,7.6,2024-06-17
No,74.0,yes,0,,1.0,177.7,90,53.89,11.32,7.5,2025-03-27
false,80.0,yes ,0,0.0,1.0,141.7,90,41.2,9.82,6.2,2025-02-12
No,122.0,yes,1,1.48,2.0,143.5,107,,8.29,5.5,2024-04-24
No ,158.0,YES,0,0.0,0.0,209.5,117,56.42,10.29,10.6,2023-08-15
No ,85.0,yess,0,0.0,0.0,218.5,94,53.32,9.14,11.4,2025-01-10
NO,124.0,yes,0,0.0,1.0,55.0,102,24.83,8.17,10.0,2024-04-06
no,55.0,yes,0,0.0,2.0,161.8,64,43.65,9.2,6.0,2025-08-02
No,24.0,yes ,0,0.0,1.0,117.4,64,39.17,10.72,8.7,2026-03-10
0,189.0,yes ,0,0.0,0.0,126.7,98,35.61,7.07,9.4,2023-01-13
Yes,45.0,no,1,3.02,0.0,111.5,114,71.58,13.1,11.1,2025-10-17
No,176.0,yes ,1,3.97,2.0,73.8,107,66.84,8.87,14.5,2023-04-08
0,28.0,Yes,0,0.0,0.0,154.4,106,41.8,9.13,10.9,2026-02-09
No,4.0,YES,0,0.0,2.0,140.9,119,47.08,11.5,11.2,2026-07-28
no,187.0,yes,1,2.38,2.0,177.0,76,69.27,8.77,8.8,2023-01-26
No,119.0,yes ,0,0.0,3.0,171.4,117,41.36,5.69,16.9,2024-05-14
Yes,39.0,yes ,1,1.73,2.0,188.9,96,60.87,6.1,6.4,2025-11-26
No,31.0,yes,0,0.0,1.0,179.7,83,48.52,10.66,11.0,2026-01-19
NO,108.0,yes,1,3.14,0.0,184.5,102,77.99,9.12,11.7,2024-08-01
True,157.0,no ,1,4.0,0.0,155.8,88,76.35,5.32,14.6,2023-08-20
No ,90.0,yes ,0,0.0,2.0,150.7,95,48.98,12.92,13.3,2024-12-05
No,100.0,yess,1,2.72,1.0,260.2,129,89.36,10.71,10.0,2024-09-22
YES,14.0,yes ,0,0.0,3.0,270.3,104,,10.19,11.4,2026-05-16
False,17.0,Yes,0,0.0,2.0,178.7,106,48.2,10.01,9.3,2026-04-28
No ,107.0,YES,0,0.0,4.0,188.8,77,50.86,11.17,9.2,2024-08-09
false,184.0,yess,0,0.0,2.0,188.0,61,52.07,11.33,7.8,2023-02-11
No ,191.0,yes,0,0.0,0.0,108.1,95,28.8,5.81,8.3,2022-12-24
No ,131.0,Yes,0,0.0,3.0,251.9,118,51.31,4.52,13.7,2024-02-17
no,202.0,YES,1,1.52,2.0,252.4,107,78.43,12.1,5.5,2022-10-09
No ,123.0,YES,1,2.15,3.0,139.0,101,61.18,8.81,8.1,
Yes,84.0,Yes,0,0.0,5.0,62.5,89,26.49,8.42,5.6,2025-01-14
True,15.0,yes,1,1.65,4.0,96.2,58,61.12,15.73,6.2,2026-05-12
true,81.0,yes,0,0.0,0.0,239.2,84,52.91,6.73,9.3,2025-02-02
No,184.0,yes,1,3.67,1.0,208.4,94,91.38,11.59,13.4,2023-02-12
false,119.0,no,0,0.0,1.0,134.3,49,43.94,10.91,11.6,2024-05-13
false,192.0,Yes,1,2.84,,160.0,104,71.38,9.31,10.3,2022-12-18
False,34.0,yes ,0,0.0,3.0,222.5,76,57.23,10.67,10.0,2025-12-31
No,126.0,Yes,0,0.0,3.0,199.3,108,50.19,9.08,6.7,2024-03-24
Yes,86.0,No,0,0.0,1.0,247.8,94,63.9,12.13,15.3,2024-12-28
No,33.0,n0,0,0.0,1.0,190.7,78,55.03,13.35,1.5,2026-01-03
No,,yes,0,0.0,1.0,146.1,130,36.72,6.45,5.3,
No,196.0,yes ,1,2.98,1.0,174.7,74,75.34,8.5,11.0,2022-11-22
1,91.0,yes,0,0.0,6.0,81.7,124,31.83,10.6,11.3,2024-11-27
False,156.0,yes,0,,0.0,132.7,124,36.06,8.13,12.6,2023-08-31
si,172.0,YES,1,2.46,2.0,218.3,125,82.88,11.61,9.2,2023-05-06
false,127.0,yess,0,0.0,0.0,191.4,107,57.42,12.81,6.2,2024-03-18
no,194.0,YES,0,0.0,0.0,211.4,94,53.05,9.48,13.4,2022-12-05
0,195.0,yes,1,2.8,0.0,215.4,60,79.76,9.06,10.2,2022-11-28
1,66.0,yes ,0,0.0,,287.7,116,69.22,11.73,5.0,2025-05-20
NO,125.0,Yes,0,0.0,1.0,244.0,112,57.64,8.93,9.6,2024-03-30
Yes,90.0,yes ,0,0.0,1.0,229.8,129,65.03,15.16,5.5,2024-11-30
False,111.0,yess,0,,1.0,229.4,107,59.55,10.52,13.2,2024-07-10
Si,158.0,no ,1,4.23,2.0,223.3,137,102.74,13.29,15.5,2023-08-13
False,161.0,yes,1,1.81,3.0,205.5,96,64.12,6.94,6.6,2023-07-27
NO,11.0,Yes,1,2.25,2.0,238.1,111,72.56,5.94,8.0,2026-06-09
Yes,69.0,NO,0,0.0,2.0,145.9,89,39.9,8.79,16.6,2025-05-02
No,121.0,yes,1,4.7,1.0,94.5,136,,9.74,17.6,2024-05-01
no,3.0,yes,0,0.0,3.0,168.6,86,43.69,8.04,10.0,2026.08.02
No,182.0,yes,0,0.0,0.0,114.3,69,43.94,12.51,7.4,2023-02-26
0,49.0,yes,1,2.7,5.0,263.2,69,95.66,13.98,9.7,2025-09-15
NO,117.0,No,1,2.86,3.0,205.4,105,79.94,9.33,10.5,2024-05-30
False,171.0,yes,1,,0.0,108.9,124,59.29,9.35,9.0,2023-05-15
NO,103.0,yes,0,0.0,1.0,174.2,101,48.04,10.56,11.5,2024-09-01
False,175.0,yes,0,0.0,,156.1,98,40.1,5.97,6.8,2023-04-18
0,28.0,yes,0,0.0,1.0,186.9,128,53.12,9.86,5.1,2026-02-12
False,23.0,yes,0,0.0,2.0,207.1,67,56.19,12.57,10.9,2026-03-14
No,88.0,yes,1,3.17,2.0,251.2,78,86.64,6.93,11.9,2024-12-19
no,51.0,yes,1,2.42,1.0,213.4,120,77.83,10.15,8.8,2025-08-30
NO,88.0,yes,0,0.0,2.0,166.2,93,49.03,11.48,9.0,2024-12-17
No,81.0,yes,0,0.0,0.0,145.4,89,42.29,9.05,12.4,2025-02-04
No,195.0,yess,0,0.0,2.0,117.0,94,32.15,7.59,9.6,2022-11-30
1,79.0,yes,0,0.0,2.0,226.0,94,65.32,13.84,8.1,2025-02-17
No,35.0,yes ,0,0.0,0.0,191.0,69,43.87,6.54,13.0,2025-12-24
no,133.0,yes,0,0.0,1.0,247.1,130,59.09,9.7,9.1,2024-02-06
false,195.0,yes,0,0.0,,89.3,141,38.14,10.71,9.3,2022-11-30
No,36.0,yes,0,0.0,3.0,172.5,116,41.65,5.68,17.0,2025-12-17
NO,199.0,yes ,0,0.0,0.0,153.6,116,49.91,12.2,10.6,2022-11-04
false,79.0,yes,0,0.0,0.0,167.5,152,42.08,5.49,8.7,2025-02-20
0,54.0,Yes,0,0.0,0.0,197.0,89,53.97,12.05,4.0,2025-08-13
false,120.0,yes,1,2.72,1.0,249.5,101,91.96,12.73,9.9,2024-05-05
No,,yes,1,2.29,1.0,147.2,90,62.48,8.03,8.4,2025-03-26
No,157.0,yes,1,2.87,1.0,232.5,105,83.13,9.72,10.6,2023-08-19
false,15.0,yes,0,,1.0,161.4,90,46.1,10.53,12.1,2026-05-10
si,20.0,yes,0,0.0,1.0,262.2,140,63.58,10.89,8.1,2026-04-07
No ,77.0,yess,1,2.71,2.0,158.8,77,71.85,10.76,9.8,2025-03-06
YES,61.0,no,1,4.16,,221.5,136,102.11,13.3,15.3,2025-06-25
Si,60.0,no,0,0.0,1.0,127.9,103,39.95,10.35,14.1,2025-06-28
No,54.0,YES,0,0.0,0.0,164.6,79,35.03,3.66,6.2,2025-08-10
No,57.0,YES,0,0.0,4.0,179.5,93,43.35,7.2,12.7,2025-07-24
No ,,yes,1,0.67,1.0,199.2,94,55.37,8.22,2.5,2022-10-11
No ,168.0,yess,0,0.0,2.0,108.2,133,31.78,7.14,10.8,2023-06-03
No,123.0,yes,0,0.0,2.0,261.0,122,57.8,7.55,10.5,2024-04-16
1,39.0,no,1,2.27,1.0,271.9,98,89.77,12.66,8.3,2025-11-22
No,81.0,yes,0,0.0,2.0,138.8,85,48.14,14.27,14.1,2025-02-04
no,197.0,yes,0,0.0,1.0,162.9,105,48.51,9.88,13.8,2022-11-12
NO,123.0,yes ,0,0.0,1.0,85.3,75,41.42,13.1,9.2,2024-04-18
SI,106.0,no ,1,2.9,3.0,211.8,116,92.13,15.68,10.6,2024-08-11
No,59.0,YES,0,,0.0,136.8,115,,9.05,11.4,2025-07-06
False,50.0,Yes,1,3.56,3.0,133.7,93,74.31,10.37,12.9,2025-09-06
false,33.0,NO,0,0.0,3.0,207.5,101,53.91,10.69,12.5,2026-01-07
no,170.0,yess,0,0.0,1.0,169.8,110,54.48,14.4,9.3,2023-05-21
No ,113.0,yes,0,0.0,1.0,143.5,111,50.81,15.36,10.0,2024-06-22
No,128.0,Yes,0,0.0,2.0,194.3,97,48.63,9.26,12.9,2024-03-10
no,81.0,yess,0,0.0,3.0,203.4,96,50.45,7.66,9.1,2025-02-06
false,105.0,yes,0,0.0,2.0,218.7,104,,15.04,11.3,2024-08-18
False,39.0,yes ,1,3.43,2.0,96.6,112,66.92,8.83,13.0,2025-11-22
No,69.0,yes ,0,0.0,3.0,198.9,67,55.2,12.56,10.5,2025-04-30
no,116.0,YES,0,0.0,3.0,200.5,88,60.19,14.37,8.9,2024-06-03
no,98.0,yes,0,0.0,1.0,136.8,70,41.21,10.47,11.3,2024-10-07
No,60.0,yes,0,0.0,0.0,55.3,64,30.53,12.06,11.4,2025-07-03
0,118.0,yes,1,3.51,3.0,158.6,122,76.31,8.16,13.1,2024-05-21
No,171.0,yess,0,,2.0,164.6,99,37.88,5.99,12.7,2023-05-13
NO,69.0,yess,0,0.0,0.0,111.7,133,37.07,9.87,10.0,2025-05-02
NO,136.0,yess,0,0.0,,185.6,35,55.11,13.84,5.5,2024-01-18
NO,150.0,yes,0,0.0,2.0,240.7,92,57.01,8.93,5.9,2023-10-08
false,106.0,yes,0,0.0,1.0,205.3,122,55.07,10.77,6.7,2024-08-13
0,156.0,yes,1,1.13,1.0,147.4,73,57.46,12.27,3.9,2023-08-28
No,174.0,yes,1,3.12,0.0,183.2,102,78.19,9.22,11.3,2023-04-26
No,181.0,yes,0,0.0,0.0,227.5,88,55.04,9.09,12.4,2023-03-05
True,152.0,yes,0,0.0,3.0,230.1,101,64.0,13.83,12.3,2023-09-29
No ,79.0,yess,0,0.0,2.0,223.1,74,52.07,8.42,8.9,2025-02-15
False,77.0,No,0,0.0,1.0,63.6,112,28.06,10.23,8.9,2025-03-01
False,188.0,yes,0,0.0,2.0,176.3,114,,13.57,16.4,2023-01-16
False,67.0,yes,1,3.36,2.0,191.5,94,77.42,5.91,12.4,2025-05-12
No ,165.0,yes ,0,0.0,1.0,147.3,102,48.08,11.57,11.5,2023-06-26
no,201.0,yes ,1,3.1,1.0,165.7,100,84.17,13.67,11.5,2022-10-21
No,146.0,yes,0,0.0,1.0,263.1,107,58.4,7.75,11.6,2023-11-08
SI,132.0,YES,0,0.0,,294.2,90,76.68,13.69,10.8,2024-02-14
0,13.0,yes,0,0.0,1.0,143.7,117,37.88,7.64,8.6,2026-05-29
false,34.0,yes,0,0.0,1.0,136.5,103,36.34,7.56,9.3,2025-12-28
Yes,105.0,YES,1,1.66,2.0,246.4,104,79.22,11.15,6.1,2024-08-20
No ,92.0,yes,0,0.0,1.0,155.0,92,42.65,9.71,13.0,2024-11-18
No,164.0,yes,1,3.25,1.0,153.5,111,81.23,13.13,11.9,2023-07-07
False,90.0,Yes,0,0.0,1.0,163.5,83,42.93,7.7,14.2,2024-12-03
False,201.0,yes,0,0.0,2.0,221.6,113,55.85,10.28,12.2,2022-10-16
False,151.0,no ,0,0.0,1.0,235.4,132,60.66,9.67,8.5,2023-10-03
0,51.0,yes,0,0.0,1.0,149.1,73,44.05,9.65,10.3,2025-09-04
yes,182.0,yess,0,0.0,0.0,233.7,77,57.37,10.3,10.7,2023-03-01
false,43.0,yes,0,0.0,1.0,215.2,114,55.88,10.42,8.1,2025-10-30
No,157.0,YES,1,3.26,1.0,116.1,85,65.27,7.59,11.9,2023-08-22
No ,144.0,yes,1,3.26,0.0,226.2,97,87.67,9.41,12.2,2023-11-21
No ,168.0,yes ,0,0.0,3.0,194.7,104,52.86,11.78,13.0,2023-06-04
No,80.0,yess,0,0.0,2.0,195.6,81,52.82,9.36,10.8,2025-02-13
no,126.0,Yes,0,0.0,0.0,251.6,80,52.45,4.48,10.6,2024-03-25
NO,,yess,0,0.0,2.0,193.1,120,49.18,8.89,7.0,2025-07-13
false,132.0,yes,0,0.0,1.0,195.5,62,52.43,11.37,15.3,2024-02-10
false,133.0,yes,0,0.0,0.0,140.5,118,48.45,14.58,13.1,2024-02-08
False,120.0,Yes,1,3.18,2.0,244.2,91,92.27,10.62,11.9,2024-05-09
NO,45.0,yes,0,0.0,0.0,87.1,113,33.6,11.41,15.5,2025-10-16
False,197.0,yes,0,0.0,0.0,217.5,57,57.55,12.08,12.1,2022-11-16
False,153.0,yess,0,0.0,2.0,153.3,112,,9.25,12.7,2023-09-21
NO,124.0,yes ,1,3.47,2.0,259.2,122,96.59,10.64,12.6,2024-04-11
no,141.0,yes,0,0.0,0.0,225.5,102,51.24,7.2,7.9,2023-12-11
NO,52.0,Yes,0,0.0,3.0,122.4,116,41.09,9.71,6.3,2025-08-29
0,63.0,yess,0,0.0,0.0,176.2,136,50.09,9.51,14.6,2025-06-13
No ,50.0,Yes,0,0.0,0.0,144.3,89,42.17,10.24,8.9,2025-09-06
0,188.0,yes,1,3.64,6.0,170.9,107,85.03,10.92,13.6,2023-01-18
No ,101.0,YES,1,3.27,1.0,167.6,139,72.34,5.7,12.3,2024-09-15
False,82.0,yes,0,0.0,0.0,189.1,99,45.35,5.91,17.0,2025-01-27
No,101.0,yes,0,0.0,3.0,118.5,90,37.53,10.27,10.4,2024-09-20
No,2.0,yes ,0,0.0,3.0,253.0,119,51.05,4.63,13.8,2026-08-08
No,134.0,Yes,0,0.0,1.0,163.2,93,53.02,13.01,10.0,2024-01-29
Yes,176.0,yess,0,0.0,0.0,286.3,85,65.07,8.84,9.4,2023-04-09
No,28.0,yess,0,0.0,2.0,158.3,142,45.51,10.42,13.0,2026-02-07
0,1.0,yes,0,0.0,2.0,202.6,100,,9.82,13.3,2026-08-16
No,106.0,yess,0,0.0,1.0,128.7,95,39.0,10.52,13.0,2024-08-15
False,138.0,yes,1,2.95,1.0,222.8,114,80.33,8.24,10.8,2024-01-01
false,55.0,YES,0,0.0,0.0,141.4,113,39.1,9.26,8.0,2025-08-03
Yes,68.0,no ,0,0.0,3.0,252.2,119,61.51,10.39,12.0,2025-05-03
0,21.0,yes,0,0.0,1.0,193.7,102,,4.46,10.3,2026-03-28
No,51.0,yes,0,0.0,2.0,223.6,100,56.02,10.16,7.0,2025-09-02
No,48.0,YES,0,0.0,4.0,229.6,87,57.83,11.13,12.9,2025-09-26
false,136.0,no,1,2.58,1.0,128.9,122,61.95,8.79,9.7,2024-01-16
1,196.0,n0,0,0.0,2.0,134.2,95,35.19,6.66,12.3,2022-11-19
No,127.0,yes,0,0.0,3.0,123.7,117,40.71,9.66,6.3,2024-03-21
0,24.0,yess,1,3.72,1.0,162.6,123,82.02,9.83,13.6,2026-03-07
no,180.0,Yes,0,0.0,2.0,124.2,102,43.62,13.08,11.7,2023-03-11
No ,105.0,Yes,0,0.0,0.0,226.4,101,50.66,7.29,8.0,2024-08-22
si,147.0,no,0,0.0,2.0,121.9,109,40.26,11.01,10.9,2023-11-03
No,154.0,yes,0,0.0,0.0,156.7,108,49.62,13.5,10.0,2023-09-12
No,121.0,yes,0,0.0,2.0,200.6,91,45.53,5.91,5.9,2024-04-30
0,60.0,YES,0,0.0,1.0,230.6,82,63.79,13.36,7.4,2025-07-03
no,22.0,yes,0,0.0,0.0,111.9,96,29.55,5.82,8.4,2026-03-22
No ,24.0,Yes,1,2.37,2.0,31.2,123,40.25,6.45,8.6,2026-03-12
No,66.0,YES,1,1.33,1.0,35.9,114,32.15,7.12,4.9,2025-05-19
No,67.0,no,0,0.0,1.0,139.6,140,44.05,11.53,10.7,2025-05-11
No,30.0,yes,0,0.0,4.0,175.3,111,53.34,13.28,0.1,2026-01-24
Yes,107.0,yes,0,0.0,1.0,238.2,124,62.72,12.23,13.8,2024-08-08
No,90.0,yes,0,,3.0,198.2,67,55.27,12.49,10.4,2024-12-06
NO,108.0,yess,0,0.0,0.0,174.2,64,46.16,9.99,10.5,2024-08-02
0,153.0,yes,1,,,193.3,107,67.94,9.87,6.8,NULL
False,30.0,yess,0,0.0,0.0,93.0,81,32.93,10.0,6.4,2026-01-28
false,185.0,yes,0,0.0,4.0,239.0,64,57.49,9.42,11.9,2023-02-08
No,172.0,yes,1,2.42,0.0,109.0,124,60.14,9.56,8.8,2023-05-11
no,167.0,yes,1,2.57,1.0,107.5,64,62.94,10.83,9.6,2023-06-14
no,-7.0,Yes,0,0.0,1.0,171.2,144,57.33,13.9,10.0,2026-10-15
No,179.0,yes,1,,0.0,197.9,98,74.53,8.22,10.1,2023-03-23
No,33.0,Yes,0,0.0,0.0,167.5,96,42.65,7.8,10.7,2026-01-09
no,83.0,yess,1,2.07,2.0,124.0,105,64.98,13.52,7.7,2025-01-20
0,73.0,yes,0,0.0,0.0,4.7,100,14.68,6.88,12.1,2025-03-29
No,155.0,YES,0,0.0,2.0,180.7,129,50.12,11.33,10.7,2023-09-04
false,182.0,yess,0,0.0,2.0,190.4,101,52.41,9.88,9.8,2023-02-25
no,104.0,yess,0,0.0,3.0,136.9,91,,10.99,13.2,2024-08-27
0,102.0,yes,0,0.0,0.0,251.7,101,60.85,8.67,5.5,2024-09-07
True,85.0,yes ,0,0.0,5.0,138.2,114,37.26,7.9,10.3,2025-01-06
No,119.0,yes,0,0.0,3.0,196.9,85,53.52,11.35,12.1,2024-05-16
false,173.0,yess,0,0.0,0.0,134.0,115,44.37,12.2,8.6,2023-05-01
true,16.0,yes,0,,3.0,287.0,111,73.45,13.16,10.2,2026-05-02
SI,75.0,no,0,0.0,1.0,248.5,93,64.28,12.14,15.2,2025-03-18
no,33.0,YES,0,0.0,2.0,197.0,107,44.99,6.85,7.6,2026-01-07
Yes,116.0,YES,0,0.0,5.0,129.7,84,41.38,8.94,7.5,2024-06-03
False,123.0,YES,1,3.0,1.0,158.1,76,72.46,8.69,11.0,2024-04-18
No ,153.0,yes,1,3.46,3.0,180.2,97,81.16,9.37,12.7,2023-09-19
0,106.0,yes,1,3.08,1.0,212.2,100,89.35,12.64,11.5,2024-08-12
false,131.0,yes,0,0.0,1.0,163.8,99,56.24,15.85,8.3,2024-02-22
YES,163.0,yes,1,3.72,4.0,157.5,99,73.98,5.91,13.9,2023-07-14
No ,159.0,yess,1,4.28,0.0,129.9,99,,12.3,15.7,2023-08-06
No,189.0,YES,0,0.0,1.0,141.7,96,43.25,10.68,7.1,2023-01-13
no,106.0,yess,1,1.7,3.0,188.2,86,68.3,11.12,6.1,2024-08-13
no,176.0,YES,1,3.42,3.0,178.2,96,81.78,9.55,12.7,2023-04-12
False,20.0,yes,0,0.0,3.0,194.3,93,48.89,9.37,10.9,2026-04-04
False,181.0,yes,1,2.4,1.0,209.5,113,81.26,12.3,8.6,2023-03-08
SI,135.0,Yes,0,0.0,5.0,62.3,88,26.29,8.45,5.7,2024-01-20
no,101.0,YES,0,0.0,2.0,189.2,109,49.67,9.88,4.8,2024-09-18
si,190.0,yes ,0,0.0,4.0,121.3,95,34.87,8.46,11.8,2023-01-02
SI,,no,1,3.79,0.0,266.5,112,102.3,10.84,13.9,
NO,21.0,yes ,1,3.49,2.0,132.3,61,76.44,11.43,12.8,2026-03-30
false,18.0,no,1,3.1,0.0,145.3,76,76.34,12.24,11.2,2026-04-20
0,164.0,yes,0,0.0,1.0,161.8,109,50.19,11.66,9.2,2023-07-06
0,94.0,yes,0,0.0,3.0,156.0,88,52.63,12.35,12.2,2024-11-03
No,169.0,YES,0,0.0,1.0,175.0,122,49.49,11.19,11.6,2023-05-29
No,11.0,yes,1,4.21,2.0,198.4,105,82.79,3.96,15.5,2026-06-07
No,208.0,yess,0,0.0,2.0,221.2,92,55.53,9.34,12.4,2022-09-02
No,169.0,Yes,0,0.0,0.0,235.6,108,52.06,7.14,12.5,2023-05-29
0,37.0,yess,0,0.0,1.0,207.5,49,54.96,11.28,13.0,2025-12-09
No,110.0,Yes,0,0.0,1.0,80.6,94,36.65,13.35,8.8,2024-07-15
false,23.0,yes,0,0.0,0.0,149.0,110,48.16,13.34,8.8,2026-03-14
0,185.0,Yes,0,0.0,2.0,157.1,111,41.97,9.22,12.6,2023-02-09
0,162.0,yess,0,0.0,0.0,156.8,126,41.52,8.22,9.0,2023-07-21
No,112.0,yes,0,0.0,0.0,171.9,64,47.96,9.83,10.6,2024-06-30
no,91.0,YES,1,3.62,2.0,181.6,65,86.77,10.63,13.2,2024-11-24
No ,64.0,No,0,0.0,1.0,167.9,119,46.01,9.92,10.9,2025-06-03
No ,114.0,yes ,0,0.0,3.0,101.0,90,39.73,11.56,11.0,2024-06-16
NO,188.0,yes,0,0.0,3.0,187.6,127,40.65,4.43,15.3,2023-01-17
YES,19.0,Yes,0,0.0,2.0,272.8,96,71.75,14.48,5.7,2026-04-14
False,157.0,yes,0,0.0,6.0,154.3,90,50.44,13.44,10.9,2023-08-23
yes,183.0,n0,0,0.0,3.0,156.0,70,45.65,10.25,9.9,2023-02-24
Yes,80.0,Yes,0,0.0,1.0,273.9,110,70.04,13.31,8.4,2025-02-09
No,124.0,YES,1,3.3,2.0,147.6,35,79.63,13.15,11.8,2024-04-08
true,96.0,yes,1,2.15,6.0,168.6,80,65.61,8.27,7.9,2024-10-22
no,60.0,yes ,1,3.22,1.0,281.9,69,93.09,7.62,12.0,2025-07-01
NO,25.0,Yes,1,1.55,0.0,101.6,53,53.77,12.27,6.0,2026-03-01
false,78.0,yess,1,2.59,1.0,237.6,101,83.48,9.77,9.7,
No,104.0,YES,0,0.0,1.0,121.0,88,42.56,12.79,10.7,2024-08-27
No ,206.0,yess,0,0.0,3.0,215.5,114,55.96,10.9,11.8,2022-09-11
1,124.0,No,0,0.0,0.0,232.5,80,57.5,9.34,9.5,2024-04-12
False,98.0,yes,0,0.0,0.0,142.0,95,41.06,10.22,8.7,2024-10-07
NO,109.0,yes ,0,0.0,1.0,210.4,105,50.52,6.13,9.6,2024-07-20
No ,41.0,yes,1,2.24,0.0,175.5,93,68.74,9.78,8.3,2025-11-08
No,204.0,no,0,0.0,2.0,163.6,107,44.54,9.91,9.6,2022-09-24
No,123.0,yes,0,0.0,4.0,195.5,64,46.51,6.82,13.1,2024-04-17
No,70.0,yes ,0,0.0,0.0,164.5,72,50.08,12.67,15.8,2025-04-21
no,70.0,yes,0,0.0,1.0,217.9,70,56.98,11.49,10.5,2025-04-24
False,205.0,YES,0,0.0,1.0,152.1,111,40.82,8.82,5.3,2022-09-18
